id,label
0,10
1,1
2,4
3,6
4,10
5,2
6,11
7,4
8,13
9,2
10,1
11,5
12,5
13,2
14,0
15,0
16,11
17,0
18,2
19,4
20,6
21,4
22,13
23,1
24,2
25,0
26,4
27,1
28,9
29,3
30,11
31,1
32,6
33,0
34,11
35,11
36,0
37,5
38,5
39,11
40,2
41,5
42,8
43,1
44,4
45,2
46,2
47,0
48,5
49,10
50,6
51,0
52,2
53,2
54,0
55,5
56,2
57,2
58,4
59,7
60,10
61,9
62,5
63,11
64,9
65,10
66,4
67,11
68,6
69,7
70,10
71,7
72,8
73,2
74,0
75,6
76,2
77,2
78,6
79,11
80,1
81,2
82,4
83,0
84,11
85,10
86,11
87,11
88,6
89,2
90,0
91,9
92,12
93,0
94,13
95,2
96,11
97,10
98,10
99,0
100,0
101,9
102,0
103,1
104,4
105,11
106,1
107,0
108,1
109,6
110,11
111,0
112,4
113,4
114,4
115,11
116,1
117,2
118,1
119,0
120,1
121,8
122,2
123,7
124,11
125,10
126,2
127,10
128,11
129,11
130,0
131,11
132,5
133,12
134,2
135,6
136,7
137,2
138,9
139,5
140,11
141,12
142,1
143,2
144,0
145,0
146,2
147,0
148,9
149,10
150,13
151,1
152,4
153,7
154,1
155,4
156,11
157,12
158,7
159,2
160,11
161,2
162,5
163,1
164,2
165,4
166,10
167,2
168,10
169,5
170,3
171,11
172,10
173,2
174,7
175,4
176,5
177,1
178,3
179,2
180,9
181,6
182,7
183,0
184,0
185,4
186,0
187,8
188,1
189,0
190,5
191,0
192,2
193,5
194,1
195,0
196,1
197,0
198,2
199,11
200,2
201,11
202,1
203,0
204,10
205,10
206,2
207,2
208,11
209,0
210,9
211,2
212,2
213,2
214,9
215,6
216,4
217,6
218,2
219,12
220,0
221,5
222,2
223,4
224,9
225,13
226,5
227,12
228,1
229,2
230,11
231,4
232,0
233,1
234,4
235,11
236,0
237,1
238,0
239,2
240,7
241,0
242,11
243,0
244,2
245,13
246,2
247,2
248,1
249,7
250,4
251,0
252,11
253,1
254,5
255,2
256,3
257,0
258,0
259,2
260,0
261,5
262,12
263,7
264,1
265,6
266,8
267,2
268,11
269,3
270,1
271,2
272,11
273,11
274,1
275,13
276,0
277,8
278,2
279,10
280,1
281,13
282,13
283,10
284,4
285,11
286,13
287,5
288,11
289,11
290,3
291,1
292,1
293,11
294,11
295,10
296,0
297,2
298,4
299,10
300,12
301,2
302,10
303,9
304,6
305,9
306,2
307,10
308,8
309,0
310,2
311,10
312,5
313,13
314,5
315,2
316,1
317,4
318,4
319,0
320,11
321,7
322,6
323,2
324,4
325,11
326,11
327,3
328,0
329,1
330,1
331,6
332,3
333,2
334,6
335,2
336,1
337,0
338,3
339,8
340,2
341,4
342,11
343,2
344,3
345,1
346,1
347,0
348,3
349,11
350,10
351,4
352,1
353,2
354,0
355,1
356,3
357,11
358,1
359,11
360,11
361,10
362,9
363,4
364,12
365,1
366,0
367,7
368,11
369,2
370,0
371,6
372,2
373,1
374,2
375,3
376,6
377,1
378,1
379,0
380,11
381,7
382,1
383,0
384,1
385,3
386,3
387,3
388,1
389,6
390,1
391,11
392,11
393,2
394,5
395,7
396,2
397,5
398,1
399,0
400,10
401,13
402,1
403,11
404,2
405,5
406,13
407,1
408,1
409,1
410,4
411,6
412,1
413,4
414,11
415,0
416,12
417,5
418,1
419,0
420,6
421,2
422,2
423,1
424,3
425,4
426,5
427,2
428,2
429,2
430,0
431,11
432,0
433,4
434,0
435,2
436,11
437,4
438,6
439,1
440,4
441,8
442,10
443,1
444,12
445,0
446,5
447,2
448,11
449,10
450,10
451,10
452,2
453,11
454,3
455,7
456,2
457,7
458,1
459,2
460,4
461,6
462,0
463,0
464,1
465,4
466,11
467,0
468,3
469,11
470,5
471,6
472,11
473,1
474,11
475,11
476,5
477,13
478,9
479,3
480,1
481,11
482,6
483,2
484,11
485,3
486,0
487,9
488,11
489,3
490,10
491,10
492,1
493,10
494,0
495,0
496,1
497,13
498,0
499,11
500,6
501,11
502,11
503,12
504,1
505,5
506,5
507,8
508,4
509,6
510,6
511,0
512,11
513,11
514,3
515,1
516,0
517,4
518,11
519,11
520,2
521,1
522,4
523,9
524,6
525,9
526,11
527,9
528,11
529,5
530,4
531,5
532,1
533,2
534,13
535,10
536,1
537,5
538,6
539,6
540,2
541,3
542,4
543,6
544,2
545,8
546,13
547,5
548,1
549,12
550,11
551,0
552,11
553,0
554,4
555,10
556,1
557,11
558,13
559,5
560,13
561,11
562,1
563,0
564,1
565,1
566,3
567,6
568,11
569,7
570,3
571,12
572,10
573,8
574,12
575,11
576,9
577,13
578,11
579,7
580,4
581,8
582,13
583,4
584,0
585,13
586,4
587,11
588,6
589,6
590,2
591,11
592,10
593,10
594,6
595,13
596,5
597,13
598,4
599,4
600,11
601,3
602,12
603,2
604,4
605,9
606,10
607,13
608,10
609,1
610,7
611,5
612,11
613,6
614,11
615,11
616,11
617,10
618,1
619,3
620,0
621,11
622,0
623,6
624,1
625,11
626,8
627,5
628,12
629,2
630,6
631,3
632,11
633,4
634,6
635,9
636,9
637,5
638,7
639,8
640,13
641,12
642,2
643,10
644,1
645,1
646,5
647,0
648,0
649,10
650,11
651,0
652,5
653,5
654,1
655,11
656,5
657,13
658,12
659,13
660,3
661,10
662,9
663,11
664,7
665,1
666,9
667,9
668,0
669,1
670,11
671,10
672,1
673,5
674,13
675,13
676,3
677,4
678,1
679,6
680,11
681,6
682,13
683,11
684,1
685,13
686,6
687,11
688,5
689,11
690,0
691,1
692,5
693,6
694,11
695,0
696,2
697,11
698,1
699,1
700,10
701,4
702,13
703,4
704,11
705,6
706,2
707,10
708,10
709,12
710,12
711,2
712,5
713,11
714,2
715,7
716,3
717,3
718,5
719,5
720,1
721,1
722,1
723,11
724,10
725,10
726,5
727,1
728,3
729,6
730,0
731,2
732,11
733,1
734,6
735,11
736,11
737,6
738,1
739,10
740,6
741,0
742,0
743,12
744,10
745,0
746,0
747,6
748,12
749,1
750,1
751,6
752,9
753,11
754,1
755,2
756,5
757,0
758,10
759,10
760,11
761,0
762,13
763,11
764,1
765,2
766,4
767,4
768,5
769,4
770,10
771,8
772,7
773,2
774,11
775,11
776,4
777,11
778,9
779,2
780,1
781,12
782,13
783,0
784,1
785,4
786,8
787,2
788,6
789,0
790,10
791,5
792,3
793,9
794,13
795,0
796,11
797,9
798,0
799,4
800,1
801,10
802,5
803,4
804,5
805,10
806,12
807,3
808,6
809,6
810,2
811,5
812,10
813,4
814,4
815,4
816,1
817,4
818,3
819,7
820,10
821,6
822,6
823,13
824,11
825,5
826,0
827,6
828,8
829,10
830,4
831,5
832,5
833,0
834,6
835,12
836,6
837,5
838,0
839,3
840,9
841,1
842,10
843,0
844,11
845,9
846,3
847,0
848,1
849,9
850,6
851,5
852,8
853,6
854,6
855,10
856,4
857,13
858,12
859,5
860,1
861,5
862,7
863,11
864,1
865,6
866,4
867,12
868,3
869,8
870,3
871,6
872,0
873,3
874,10
875,11
876,5
877,10
878,1
879,1
880,3
881,5
882,0
883,11
884,5
885,4
886,6
887,5
888,1
889,13
890,0
891,1
892,6
893,3
894,8
895,3
896,3
897,4
898,4
899,6
900,4
901,3
902,11
903,8
904,1
905,11
906,7
907,0
908,1
909,4
910,10
911,5
912,13
913,4
914,0
915,12
916,2
917,3
918,8
919,3
920,0
921,8
922,5
923,6
924,13
925,3
926,4
927,10
928,3
929,13
930,10
931,5
932,10
933,3
934,4
935,2
936,4
937,9
938,0
939,3
940,5
941,13
942,10
943,5
944,5
945,10
946,7
947,3
948,4
949,11
950,6
951,5
952,5
953,6
954,7
955,3
956,6
957,10
958,9
959,5
960,1
961,11
962,8
963,3
964,6
965,11
966,1
967,1
968,11
969,5
970,6
971,6
972,12
973,7
974,6
975,1
976,9
977,5
978,3
979,6
980,3
981,4
982,5
983,3
984,10
985,7
986,12
987,3
988,6
989,4
990,6
991,0
992,3
993,6
994,3
995,3
996,12
997,4
998,6
999,4
1000,0
1001,4
1002,6
1003,4
1004,4
1005,5
1006,5
1007,0
1008,3
1009,3
1010,11
1011,5
1012,1
1013,0
1014,3
1015,11
1016,8
1017,1
1018,13
1019,10
1020,13
1021,12
1022,6
1023,12
1024,0
1025,3
1026,6
1027,13
1028,4
1029,10
1030,0
1031,3
1032,6
1033,7
1034,0
1035,3
1036,5
1037,5
1038,13
1039,3
1040,6
1041,3
1042,13
1043,3
1044,1
1045,10
1046,5
1047,0
1048,12
1049,13
1050,9
1051,3
1052,5
1053,5
1054,3
1055,5
1056,5
1057,6
1058,11
1059,0
1060,7
1061,3
1062,13
1063,6
1064,8
1065,3
1066,1
1067,6
1068,5
1069,8
1070,3
1071,6
1072,6
1073,5
1074,13
1075,3
1076,1
1077,9
1078,8
1079,10
1080,3
1081,11
1082,3
1083,12
1084,8
1085,11
1086,1
1087,5
1088,4
1089,5
1090,1
1091,12
1092,3
1093,12
1094,5
1095,7
1096,5
1097,11
1098,3
1099,10
1100,1
1101,5
1102,6
1103,3
1104,6
1105,3
1106,13
1107,10
1108,12
1109,6
1110,13
1111,5
1112,4
1113,0
1114,1
1115,7
1116,3
1117,9
1118,6
1119,5
1120,3
1121,5
1122,5
1123,8
1124,9
1125,1
1126,4
1127,6
1128,0
1129,3
1130,0
1131,5
1132,6
1133,4
1134,10
1135,6
1136,13
1137,5
1138,13
1139,11
1140,9
1141,12
1142,5
1143,1
1144,10
1145,3
1146,8
1147,12
1148,3
1149,1
1150,6
1151,3
1152,9
1153,5
1154,6
1155,1
1156,0
1157,9
1158,10
1159,13
1160,9
1161,2
1162,3
1163,12
1164,0
1165,13
1166,5
1167,10
1168,7
1169,5
1170,5
1171,0
1172,1
1173,13
1174,0
1175,4
1176,9
1177,1
1178,13
1179,3
1180,3
1181,6
1182,3
1183,0
1184,0
1185,3
1186,13
1187,2
1188,4
1189,4
1190,12
1191,1
1192,6
1193,1
1194,6
1195,4
1196,10
1197,5
1198,10
1199,0
1200,7
1201,10
1202,12
1203,1
1204,10
1205,8
1206,6
1207,10
1208,3
1209,5
1210,5
1211,3
1212,11
1213,10
1214,13
1215,11
1216,3
1217,1
1218,10
1219,5
1220,3
1221,6
1222,1
1223,5
1224,6
1225,0
1226,0
1227,5
1228,7
1229,3
1230,5
1231,6
1232,12
1233,5
1234,6
1235,1
1236,0
1237,6
1238,7
1239,3
1240,9
1241,13
1242,3
1243,13
1244,6
1245,11
1246,4
1247,1
1248,10
1249,9
1250,5
1251,13
1252,1
1253,5
1254,0
1255,13
1256,6
1257,12
1258,4
1259,11
1260,6
1261,5
1262,8
1263,8
1264,6
1265,13
1266,6
1267,5
1268,3
1269,3
1270,3
1271,10
1272,3
1273,10
1274,7
1275,5
1276,0
1277,1
1278,0
1279,5
1280,3
1281,3
1282,1
1283,1
1284,5
1285,1
1286,6
1287,5
1288,13
1289,7
1290,11
1291,8
1292,4
1293,4
1294,7
1295,4
1296,8
1297,5
1298,3
1299,5
1300,1
1301,10
1302,3
1303,6
1304,1
1305,2
1306,3
1307,1
1308,10
1309,13
1310,3
1311,12
1312,8
1313,5
1314,6
1315,2
1316,1
1317,3
1318,12
1319,3
1320,6
1321,6
1322,13
1323,6
1324,6
1325,0
1326,12
1327,12
1328,3
1329,6
1330,11
1331,10
1332,0
1333,8
1334,13
1335,3
1336,1
1337,3
1338,9
1339,3
1340,9
1341,1
1342,3
1343,10
1344,7
1345,5
1346,5
1347,4
1348,8
1349,6
1350,4
1351,3
1352,9
1353,8
1354,0
1355,1
1356,9
1357,0
1358,13
1359,6
1360,13
1361,3
1362,3
1363,5
1364,1
1365,5
1366,11
1367,5
1368,3
1369,4
1370,5
1371,13
1372,10
1373,5
1374,4
1375,0
1376,1
1377,4
1378,6
1379,1
1380,11
1381,6
1382,9
1383,12
1384,1
1385,6
1386,6
1387,3
1388,5
1389,5
1390,13
1391,10
1392,0
1393,3
1394,7
1395,3
1396,11
1397,10
1398,5
1399,3
1400,10
1401,3
1402,3
1403,13
1404,6
1405,0
1406,11
1407,0
1408,1
1409,3
1410,6
1411,8
1412,0
1413,3
1414,6
1415,5
1416,0
1417,0
1418,6
1419,8
1420,4
1421,3
1422,1
1423,6
1424,9
1425,1
1426,9
1427,8
1428,6
1429,11
1430,13
1431,1
1432,3
1433,6
1434,11
1435,6
1436,11
1437,3
1438,3
1439,4
1440,3
1441,7
1442,7
1443,1
1444,3
1445,10
1446,6
1447,11
1448,0
1449,0
1450,4
1451,4
1452,5
1453,5
1454,6
1455,3
1456,1
1457,6
1458,4
1459,3
1460,7
1461,5
1462,3
1463,13
1464,3
1465,13
1466,12
1467,5
1468,0
1469,7
1470,10
1471,6
1472,1
1473,1
1474,11
1475,10
1476,4
1477,13
1478,6
1479,6
1480,4
1481,6
1482,8
1483,6
1484,5
1485,5
1486,6
1487,1
1488,1
1489,0
1490,0
1491,3
1492,9
1493,11
1494,1
1495,5
1496,3
1497,13
1498,5
1499,3
1500,5
1501,6
1502,2
1503,13
1504,6
1505,6
1506,6
1507,6
1508,6
1509,6
1510,1
1511,1
1512,3
1513,3
1514,4
1515,0
1516,1
1517,5
1518,1
1519,1
1520,5
1521,4
1522,4
1523,5
1524,3
1525,4
1526,5
1527,6
1528,6
1529,11
1530,4
1531,5
1532,5
1533,6
1534,3
1535,1
1536,4
1537,13
1538,3
1539,0
1540,6
1541,0
1542,3
1543,10
1544,10
1545,3
1546,4
1547,11
1548,7
1549,0
1550,3
1551,4
1552,3
1553,3
1554,9
1555,8
1556,9
1557,9
1558,5
1559,4
1560,2
1561,11
1562,10
1563,7
1564,5
1565,9
1566,3
1567,13
1568,7
1569,1
1570,6
1571,1
1572,1
1573,12
1574,4
1575,9
1576,6
1577,11
1578,8
1579,7
1580,1
1581,4
1582,1
1583,1
1584,5
1585,0
1586,11
1587,10
1588,4
1589,5
1590,11
1591,4
1592,13
1593,10
1594,6
1595,11
1596,12
1597,7
1598,0
1599,5
1600,4
1601,0
1602,0
1603,0
1604,11
1605,2
1606,11
1607,6
1608,0
1609,6
1610,11
1611,0
1612,1
1613,5
1614,13
1615,0
1616,11
1617,3
1618,5
1619,4
1620,4
1621,5
1622,5
1623,10
1624,5
1625,0
1626,4
1627,10
1628,1
1629,1
1630,2
1631,5
1632,0
1633,8
1634,9
1635,6
1636,12
1637,7
1638,5
1639,2
1640,13
1641,1
1642,6
1643,2
1644,4
1645,5
1646,2
1647,0
1648,10
1649,0
1650,4
1651,4
1652,6
1653,6
1654,5
1655,6
1656,8
1657,0
1658,7
1659,4
1660,9
1661,8
1662,5
1663,10
1664,1
1665,5
1666,8
1667,1
1668,4
1669,12
1670,4
1671,5
1672,6
1673,5
1674,5
1675,6
1676,1
1677,9
1678,0
